CitationId,CitationShortDescription,Region,LocationDescription,Country,HabitatType,Lat,Long,Elev,ElevRangeMax,InteractionType,InteractionTags,BatOrder,BatFamily,BatGenus,BatSpecies,Plant/Arthropod,ObjectClass,ObjectOrder,ObjectFamily,ObjectGenus,ObjectSpecies
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Solanaceae,Solanum,Solanum hayesii
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Salicaceae,Tetrathylacium,Tetrathylacium johansenii
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper cordulatum
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper cordulatum
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Solanaceae,Markea,Markea panamensis
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Malvaceae,Quararibea,Quararibea asterolepis
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Hypericaceae,Vismia,Vismia baccifera
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Hypericaceae,Vismia,
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum hayesii
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Markea,Markea panamensis
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Fabaceae,Dipteryx,Dipteryx panamensis
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Anacardiaceae,Anacardium,Anacardium excelsum
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Urticaceae,Cecropia,Cecropia insignis
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Urticaceae,Cecropia,Cecropia insignis
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Solanaceae,Solanum,
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Vampyressa,Vampyressa pusilla,Plant,,,Moraceae,Ficus,Ficus yoponensis
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Malvaceae,Quararibea,Quararibea asterolepsis
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Vampyrodes,Vampyrodes caraccioli,Plant,,,Moraceae,Ficus,
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia subrufa,Plant,,,Hypericaceae,Vismia,Vismia baccifera
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Moraceae,Ficus,Ficus ovalis
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia subrufa,Plant,,,Piperaceae,Piper,Piper pseudofuligineum
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia subrufa,Plant,,,Muntingiaceae,Muntingia,Muntingia calabura
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia subrufa,Plant,,,Piperaceae,Piper,Piper amalago
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Muntingiaceae,Muntingia,Muntingia calabura
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Moraceae,Ficus,Ficus ovalis
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper pseudofuligineum
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Piperaceae,Piper,Piper amalago
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Muntingiaceae,Muntingia,Muntingia calabura
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper amalago
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus ovalis
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia subrufa,Plant,,,Moraceae,Ficus,Ficus ovalis
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus morazaniana
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plant,,,Moraceae,Brosimum,Brosimum alicastrum
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plant,,,Muntingiaceae,Muntingia,Muntingia calabura
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plant,,,Moraceae,Ficus,Ficus ovalis
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Brosimum,Brosimum alicastrum
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Hypericaceae,Vismia,Vismia baccifera
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Moraceae,Ficus,Ficus ovalis
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Muntingiaceae,Muntingia,Muntingia calabura
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Muntingiaceae,Muntingia,Muntingia calabura
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Urticaceae,Cecropia,Cecropia peltata
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plant,,,Piperaceae,Piper,Piper amalago
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Moraceae,Ficus,Ficus ovalis
32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Urticaceae,Cecropia,Cecropia peltata
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Malvaceae,Ochroma,Ochroma lagopus
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Malvaceae,Pseudobombax,Pseudobombax septenatum
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Malvaceae,Ochroma,Ochroma lagopus
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Micronycteris,Micronycteris brachyotis,Plant,,,Malvaceae,Ochroma,Ochroma lagopus
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Hypericaceae,Vismia,
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Hypericaceae,Vismia,
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,,,,Plant,,,Moraceae,Poulsenia,Poulsenia armata
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,,,,Plant,,,Arecaceae,Astrocaryum,Astrocaryum standleyanum
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,,,,Plant,,,Anacardiaceae,Spondias,Spondias mombin
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper marginatum
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,,,,Plant,,,Clusiaceae,Clusia,Clusia odorata
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,,,,Plant,,,Urticaceae,Cecropia,Cecropia obtusifolia
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,,,,Plant,,,Moraceae,Ficus,Ficus obtusifolia
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,,,,Plant,,,Salicaceae,Tetrathylacium,Tetrathylacium johansenii
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Markea,Markea panamensis
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper carrilloanum
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Consumption,"Primary  , Fruit",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Fabaceae,Dipteryx,Dipteryx panamensis
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plant,,,Moraceae,Ficus,Ficus insipida
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Vampyrodes,Vampyrodes caraccioli,Plant,,,Moraceae,Ficus,Ficus insipida
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Moraceae,Ficus,Ficus popenoei
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Anacardiaceae,Spondias,Spondias radlkoferi
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Chiroderma,Chiroderma trinitatum,Plant,,,Moraceae,Ficus,Ficus popenoei
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Consumption,"Primary  , Fruit",Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Fabaceae,Dipteryx,Dipteryx panamensis
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum hayesii
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper cordulatum
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper reticulatum
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper aequale
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Moraceae,Brosimum,Brosimum bernadetteae
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Consumption,"Primary  , C",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Fabaceae,Dipteryx,Dipteryx panamensis
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Cyclanthaceae,Carludovica,Carludovica palmata
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Urticaceae,Cecropia,Cecropia exima
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Fabaceae,Cassia,Cassia undulata
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Malvaceae,Quararibea,Quararibea asterolepis
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Vampyressa,Vampyressa pusilla,Plant,,,Moraceae,Ficus,Ficus yoponensis
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus insipida
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Vampyrodes,Vampyrodes caraccioli,Plant,,,Moraceae,Ficus,
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus insipida
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper aequale
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper reticulatum
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Urticaceae,Cecropia,Cecropia exima
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Centurio,Centurio senex,Plant,,,Anacardiaceae,Spondias,Spondias radlkoferi
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper cordulatum
34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Bromeliaceae,Aechmea,Aechmea tillandsioides
